Title,Date,Day,Start Time,End Time,Time Zone,Price (£),Availability,Event Status,Address,Details,Instructions
OLIVIA - 'CHOREOGRAPHY CLASS' [ALL LEVEL],2024-10-27,Sunday,6pm,8pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
SEVENTEEN - 'MAESTRO' [K-POP BEGINNERS CLASS WITH NEVIN],2024-10-28,Monday,6pm,7:30pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
AESPA - 'WHIPLASH' [K-POP BEGINNERS CLASS WITH AISYAH],2024-10-28,Monday,7:30pm,9:30pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
SUNNY CHOREOGRAPHY - KEHLANI 'AFTER HOURS' [INTERMEDIATE / ADVANCED],2024-10-29,Tuesday,7pm,8:30pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
LAYLA - 'CHOREOGRAPHY CLASS' [BEGINNERS / INTERMEDIATE],2024-10-30,Wednesday,7pm,8:30pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
JOE - 'CHOREOGRAPHY CLASS' [ALL LEVEL],2024-10-30,Wednesday,8:30pm,10pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
ILLIT - 'CHERISH (MY LOVE)' [K-POP CLASS WITH NICHOLAS],2024-10-31,Thursday,7pm,8:30pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
HEMANSU - 'CHOREOGRAPHY CLASS' [BEGINNERS / INTERMEDIATE],2024-10-31,Thursday,8:30pm,10pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
NEVIN - 'HIP HOP FOUNDATION CLASS' [BEGINNERS],2024-11-01,Friday,7pm,8:30pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
JUNSEI - 'CHOREOGRAPHY CLASS' [INTERMEDIATE / ADVANCED],2024-11-01,Friday,8:30pm,10pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
JENNIE - 'MANTRA' [BEGINNERS K-POP CLASS WITH AISYAH],2024-11-02,Saturday,12pm,2pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
AESPA - 'WHIPLASH' [K-POP CLASS WITH SOPHIA],2024-11-02,Saturday,2pm,4pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
LAYLA - 'CHOREOGRAPHY CLASS' [ALL LEVEL],2024-11-02,Saturday,4pm,6pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
ERIKA - 'CHOREOGRAPHY CLASS' [BEGINNERS / INTERMEDIATE],2024-11-03,Sunday,12pm,2pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
SOPHIA - 'CHOREOGRAPHY CLASS' [INTERMEDIATE],2024-11-03,Sunday,2pm,4pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
AISYAH CHOREOGRAPHY - RIHANNA 'POUR IT UP' [BEGINNERS / INTERMEDIATE],2024-11-03,Sunday,4pm,6pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
[VENTURES STUDIO] COMMUNITY FREE SPACE,2024-11-04,Monday,12pm,2pm,GMT,0.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","We're excited to offer a free shared space for our community members! Here are a few guidelines to ensure a great experience for everyone:
Headphones Only: Please keep the volume down and use headphones for any audio.
No Loud Speakers: Respect the shared environment by avoiding loud speakers.
Tips Accepted: If you enjoy the space, tips are appreciated!
Additionally, purchasing drinks or water helps support our business and shows your gratitude for this free service.
Reminder: Please only book a time slot if you’re committed to attending.
Looking forward to seeing you all soon!",N/A
[VENTURES STUDIO] COMMUNITY FREE SPACE,2024-11-04,Monday,2pm,4pm,GMT,0.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","We're excited to offer a free shared space for our community members! Here are a few guidelines to ensure a great experience for everyone:
Headphones Only: Please keep the volume down and use headphones for any audio.
No Loud Speakers: Respect the shared environment by avoiding loud speakers.
Tips Accepted: If you enjoy the space, tips are appreciated!
Additionally, purchasing drinks or water helps support our business and shows your gratitude for this free service.
Reminder: Please only book a time slot if you’re committed to attending.
Looking forward to seeing you all soon!",N/A
ATEEZ - 'WORK' [BEGINNERS K-POP CLASS WITH NEVIN],2024-11-04,Monday,6pm,7:30pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
LE SSERAFIM - 'EASY' [BEGINNERS K-POP CLASS WITH AISYAH],2024-11-04,Monday,7:30pm,9:30pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
SUNNY - 'CHOREOGRAPHY CLASS' [INTERMEDIATE / ADVANCED],2024-11-05,Tuesday,7pm,8:30pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
JOONG - 'CHOREOGRAPHY CLASS' [INTERMEDIATE / ADVANCED],2024-11-05,Tuesday,8:30pm,10pm,GMT,10.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
"LAYLA CHOREOGRAPHY - ROSÉ, BRUNO MARS 'APT.' [BEGINNERS / INTERMEDIATE]",2024-11-06,Wednesday,7pm,8:30pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
CATHERINE JIA - 'CHOREOGRAPHY CLASS' [INTERMEDIATE / ADVANCED],2024-11-06,Wednesday,8:30pm,10pm,GMT,10.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
[VENTURES STUDIO] COMMUNITY FREE SPACE,2024-11-07,Thursday,2pm,4pm,GMT,0.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","We're excited to offer a free shared space for our community members! Here are a few guidelines to ensure a great experience for everyone:
Headphones Only: Please keep the volume down and use headphones for any audio.
No Loud Speakers: Respect the shared environment by avoiding loud speakers.
Tips Accepted: If you enjoy the space, tips are appreciated!
Additionally, purchasing drinks or water helps support our business and shows your gratitude for this free service.
Reminder: Please only book a time slot if you’re committed to attending.
Looking forward to seeing you all soon!",N/A
NEVIN CHOREOGRAPHY - *NSYNC 'TEARIN' UP MY HEART' [INTERMEDIATE / ADVANCED],2024-11-07,Thursday,7pm,8:30pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
HEMANSU CHOREOGRAPHY - AMARIA BB 'SLOW MOTION' [BEGINNERS / INTERMEDIATE],2024-11-07,Thursday,8:30pm,10pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
[VENTURES STUDIO] COMMUNITY FREE SPACE,2024-11-08,Friday,2pm,4pm,GMT,0.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","We're excited to offer a free shared space for our community members! Here are a few guidelines to ensure a great experience for everyone:
Headphones Only: Please keep the volume down and use headphones for any audio.
No Loud Speakers: Respect the shared environment by avoiding loud speakers.
Tips Accepted: If you enjoy the space, tips are appreciated!
Additionally, purchasing drinks or water helps support our business and shows your gratitude for this free service.
Reminder: Please only book a time slot if you’re committed to attending.
Looking forward to seeing you all soon!",N/A
JOHN GRAHAM - 'HIP HOP CHOREOGRAPHY CLASS' [BEGINNERS / INTERMEDIATE],2024-11-08,Friday,7pm,8:30pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
RIIZE - 'BOOM BOOM BASS' [K-POP CLASS WITH NEVIN],2024-11-08,Friday,8:30pm,10pm,GMT,14.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
BABYMONSTER - 'DRIP' [K-POP CLASS WITH AISYAH],2024-11-09,Saturday,12pm,2pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
ERIKA - 'CHOREOGRAPHY CLASS' [INTERMEDIATE / ADVANCED],2024-11-09,Saturday,2pm,4pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
JAN MICHAEL - 'CHOREOGRAPHY CLASS' [INTERMEDIATE / ADVANCED],2024-11-09,Saturday,4pm,6pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
AISYAH CHOREOGRAPHY - TINASHE 'THROW A FIT' [BEGINNERS / INTERMEDIATE],2024-11-09,Saturday,6pm,8pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
NICHOLAS CHOREOGRAPHY - FLO - 'FLY GIRL' [INTERMEDIATE / ADVANCED],2024-11-10,Sunday,12pm,2pm,GMT,17.00,N/A,Confirmed,"13 Miles Street, London, SW8 1RZ","Terms and Conditions:

Cancellation Policy - No refunds. Please only book if you're 100% sure you will be able to attend.
No Ticket Transfer or Class Reschedule. All bookings are final, we will not readjust your booking. We advice you that you plan your schedule accordingly as we will not reply to any request regarding this matter. 
We don't offer any class credit.

We'd like to ask for your understanding first before you ask for ours.
To avoid any disappointment, please make sure you respect our business terms before going ahead with this booking. 
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at info@venturesstudiolondon.com for any questions.","Please wear comfortable dance attire and suitable indoor dance shoes.
If you're not feeling well, please let the instructor know immediately."
